CD_MUN;NM_MUN;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495
3551207;Sarutaiá;968;44;0;338;0;0;0;0;0;0;0;0;0;0;0;808;552;0;0;0;0;1252;32;9;64;0;0;0;0;1252;32;9;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885;44;0;314;0;26;0;0;6;0;8;0;0;0;0;45;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;711;541;27;5;8;0;56;3;0;0;0;0;0;0;0;0;1359;0;0;1359;0;0;0;0;0;0;0;0;966;43;0;338;0;0;0;0;0;0;0;0;0;0;0;807;550;0;0;0;0;973;334;33;4;0;0;0;973;334;33;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;32;0;271;0;268;4;0;48;0;25;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;562;409;208;126;23;6;3;0;0;0;0;0;0;0;1195;0;18;126;3;11;0;0;1195;0;18;126;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;846;41;0;299;0;0;0;0;0;0;14;0;0;0;0;90;0;0;29;0;3;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;673;518;0;0;13;4;103;20;3;0;8;0;0;0;0;0;1316;20;18;0;0;0;1316;20;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933;44;0;327;0;18;0;0;0;0;10;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;768;547;17;3;17;0;0;0;0;0;0;0;34;74;34;74;0;0;0;0;17;0;0;10;0;62;0;0;9;0;28;0;66;7;973;334;33;0;0;0;0;0;0;1361;0
3551306;Sebastianópolis do Sul;844;79;0;322;0;0;0;0;0;0;0;0;0;0;0;620;626;0;0;0;0;1040;202;0;0;0;0;0;0;1040;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734;67;0;237;0;108;12;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462;577;153;46;0;0;0;0;0;0;0;0;0;0;0;0;1245;0;0;1245;0;0;0;0;0;0;0;0;843;79;0;322;0;0;0;0;0;0;0;0;0;0;0;619;626;0;0;0;0;745;392;97;8;0;0;0;745;392;97;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472;51;0;221;0;284;20;0;84;0;76;0;0;11;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362;383;203;189;48;46;4;4;0;0;0;0;0;0;1041;26;40;135;0;0;0;0;1041;26;40;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734;67;0;238;0;9;0;0;16;0;28;0;0;10;0;71;9;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462;578;19;6;31;9;105;30;0;0;0;0;0;0;0;0;1087;74;80;3;0;0;1087;74;80;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;755;67;0;262;0;50;0;0;21;0;37;6;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;591;56;18;65;15;3;0;0;0;0;0;22;181;22;181;0;0;0;0;11;0;0;10;0;96;11;0;71;0;17;5;137;41;745;392;97;6;0;0;0;0;0;1246;0
3551405;Serra Azul;1546;314;0;1201;0;0;0;0;0;0;3;0;0;0;0;1814;1260;0;0;0;3;2690;272;65;42;0;0;0;0;2681;272;65;42;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1371;275;0;1029;0;124;28;0;106;0;29;0;0;29;0;16;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1530;1157;190;74;49;12;34;3;0;0;0;0;0;0;0;0;3073;5;0;3064;5;0;0;0;0;3;0;0;1548;313;0;1197;0;0;0;0;5;0;0;0;0;0;0;1808;1263;3;0;0;0;2068;844;138;16;0;0;0;2061;843;138;13;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;940;236;0;879;0;493;50;0;275;0;87;0;0;23;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1175;891;525;317;81;40;8;0;0;0;0;0;0;0;2682;4;201;175;0;0;0;0;2673;4;201;175;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1361;274;0;1032;0;0;0;0;3;0;96;13;0;85;0;78;17;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1527;1153;0;3;137;58;128;42;0;0;0;0;0;0;0;0;3001;18;43;3;0;8;2992;18;43;3;0;8;0;0;0;0;0;0;3;0;0;0;0;0;1520;301;0;1163;0;9;3;0;6;0;12;3;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1745;1254;16;0;38;5;3;0;0;0;4;0;69;315;69;315;0;0;0;0;33;3;0;26;0;135;33;0;142;0;43;16;228;83;2068;844;138;12;0;0;0;0;0;3082;0
3551504;Serrana;6386;1561;7;6304;0;0;0;0;0;0;216;65;0;249;0;6515;7773;4;0;163;371;14706;147;0;11;3;0;0;0;14112;143;0;11;3;0;0;0;4;0;0;0;0;0;0;0;536;4;0;0;0;0;0;0;6529;1635;7;6507;0;73;0;0;63;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6630;8076;73;67;0;0;3;8;0;0;0;0;0;0;0;0;14878;3;0;14280;3;0;4;0;0;540;0;0;6619;1638;7;6582;0;0;0;0;0;0;0;0;0;0;0;6718;8160;3;0;0;0;9353;4529;819;114;0;0;0;8808;4488;808;114;0;0;0;3;0;0;0;0;0;0;500;27;9;0;0;0;0;3602;1185;0;4548;0;2339;385;0;1766;0;534;3;0;192;0;73;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4092;5257;2126;2402;367;404;55;34;0;0;0;0;0;0;14681;21;93;51;0;12;0;0;14086;21;93;51;0;9;0;0;4;0;0;0;0;0;0;0;537;0;0;0;0;3;0;0;6508;1633;7;6502;0;11;0;0;7;0;52;3;0;31;0;22;0;0;28;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6616;8063;10;10;52;36;21;30;0;0;3;6;0;0;0;0;14449;388;32;0;0;0;14149;90;32;0;0;0;4;0;0;0;0;0;243;297;0;0;0;0;6447;1580;7;6384;0;148;57;0;172;0;13;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6571;7877;126;257;16;16;0;0;0;0;0;0;32;136;29;136;0;0;3;0;13;0;0;15;0;74;3;0;54;0;13;16;70;62;9353;4529;819;68;9;0;0;0;0;14885;0
3551603;Serra Negra;6813;350;3;1727;0;221;7;0;35;0;1647;21;3;177;0;5176;3784;171;104;845;1040;9206;787;151;961;13;0;0;0;7087;756;147;906;12;0;0;0;204;25;0;51;0;0;0;0;1882;4;0;0;0;0;0;0;7272;331;6;1531;0;558;19;0;177;0;109;0;0;11;0;714;31;0;191;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4915;4281;512;267;95;42;639;300;3;9;0;0;0;0;0;0;11122;18;6;8910;18;6;285;0;0;1888;0;0;8690;405;6;1948;0;4;0;0;0;0;4;0;0;0;0;6184;4935;12;3;6;0;6524;3338;934;302;0;0;0;5400;2590;648;246;0;0;0;175;44;22;26;0;0;0;913;688;254;17;0;0;0;4677;291;0;1492;0;2853;41;3;356;0;844;0;0;32;0;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3530;2983;1859;1457;554;325;181;90;0;0;0;0;0;0;8114;129;2319;446;4;81;0;0;6004;121;2232;443;4;81;0;0;203;6;71;0;0;0;0;0;1877;0;8;0;0;0;0;0;6490;284;6;1262;0;76;0;0;35;0;1688;73;0;509;0;334;16;0;84;0;3;0;0;0;0;51;0;0;15;0;0;0;0;0;0;0;0;0;0;0;4282;3825;64;45;1481;826;268;173;3;0;50;16;0;0;0;0;10032;1023;79;6;0;6;7933;910;79;6;0;6;211;71;0;0;0;0;1854;29;0;0;0;0;7904;351;6;1698;0;731;35;0;232;0;43;0;0;21;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5445;4584;692;323;50;14;4;0;0;0;0;0;434;1488;428;1404;0;76;4;0;310;13;0;79;0;1082;45;0;321;0;247;166;1007;460;6524;3338;934;174;54;3;0;0;0;11171;0
3551702;Sertãozinho;20065;4164;32;15882;12;415;23;0;126;0;2667;445;0;1700;0;23282;17051;402;178;2323;2524;45399;283;106;45;0;0;0;0;39895;256;106;45;0;0;0;0;586;3;0;0;0;0;0;0;4856;21;0;0;0;0;0;0;22905;4618;35;17639;12;149;23;0;94;0;67;4;0;22;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25709;19686;216;55;80;23;34;11;0;0;0;0;0;0;0;0;45815;44;0;40283;44;0;593;0;0;4878;0;0;23149;4658;35;17772;12;30;3;0;8;0;0;0;0;0;0;26020;19795;38;6;0;0;26770;14285;3858;808;0;0;0;22781;13336;3443;626;0;0;0;141;132;187;119;0;0;0;3775;796;223;47;0;0;0;11385;3222;4;12022;4;8364;1062;3;4664;0;2632;110;4;825;0;636;4;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14403;12360;8494;5779;2454;1266;520;187;0;0;0;0;0;0;45435;99;113;132;4;40;15;0;39905;97;113;132;4;40;15;0;589;0;0;0;0;0;0;0;4877;0;0;0;0;0;0;0;22931;4618;35;17651;12;44;7;0;29;0;63;9;0;29;0;75;8;0;38;0;4;0;0;0;0;30;0;0;6;0;9;0;0;5;0;0;0;0;0;0;25727;19706;84;6;78;26;106;24;3;0;27;9;15;0;0;0;45101;591;65;0;54;13;40102;73;65;0;54;8;548;45;0;0;0;0;4391;472;0;0;0;5;22781;4576;35;17509;12;285;61;0;212;0;38;0;0;13;0;0;0;0;0;0;31;4;0;17;0;11;0;0;0;0;25558;19543;364;205;45;17;0;0;46;8;8;0;145;294;118;294;3;0;21;0;66;14;0;45;0;181;24;0;84;0;103;31;225;67;26770;14285;3858;565;105;34;3;0;0;45870;0
3551801;Sete Barras;1914;323;43;2055;22;4;0;0;22;0;29;0;0;18;0;2658;1725;22;8;22;27;2958;209;626;610;0;0;22;5;2895;205;607;600;0;0;22;5;0;3;15;8;0;0;0;0;51;0;0;0;0;0;0;0;1315;215;39;1365;0;97;3;3;83;0;239;47;0;308;0;246;33;0;303;19;0;0;0;0;0;0;0;0;0;0;6;0;0;10;0;0;0;0;3;0;1570;1384;153;44;470;149;463;146;0;0;0;0;19;0;0;3;4413;31;0;4319;31;0;30;0;0;51;0;0;1928;323;46;2082;6;0;3;0;4;16;0;0;0;0;0;2665;1744;19;5;0;0;3251;958;144;62;12;6;3;3175;941;143;62;12;6;3;24;4;0;0;0;0;0;41;6;0;0;0;0;0;1323;251;4;1640;3;479;52;13;371;0;81;0;0;30;0;21;0;0;16;0;0;0;0;0;12;0;0;0;0;6;0;0;0;0;0;1923;1326;588;344;90;44;46;0;6;6;5;0;0;0;2484;55;1250;407;213;3;6;3;2426;55;1222;405;210;0;6;3;0;0;26;0;0;0;0;0;51;0;0;0;0;0;0;0;1117;184;39;1131;0;24;3;0;17;0;529;83;7;581;12;166;10;0;207;0;62;10;0;110;3;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0;1258;1224;34;15;925;316;292;113;147;50;0;0;3;0;0;0;3820;337;286;3;0;3;3735;330;284;3;0;3;26;3;0;0;0;0;48;3;0;0;0;0;1676;272;39;1782;13;134;19;0;162;0;106;9;0;141;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2216;1599;244;85;221;46;3;0;0;0;3;0;52;1443;52;1410;0;30;0;0;11;0;0;24;0;600;93;3;689;22;31;13;1088;343;3251;958;144;28;9;0;3;0;0;4447;22
3551900;Severínia;2438;387;0;2210;0;0;0;0;4;0;3;0;0;0;0;2556;2484;0;0;4;3;4838;210;0;0;0;0;0;0;4824;210;0;0;0;0;0;0;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2298;383;0;2148;0;138;3;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2375;2460;183;23;0;0;0;0;0;0;0;0;0;0;0;0;5051;0;0;5037;0;0;4;0;0;7;0;0;2438;389;0;2215;0;0;0;0;0;0;0;0;0;0;0;2559;2488;0;0;0;0;3541;1255;200;28;4;0;0;3531;1252;200;28;3;0;0;3;0;0;0;0;0;0;7;0;0;0;0;0;0;1504;302;0;1726;0;745;59;0;426;0;125;0;0;29;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1794;1742;640;611;78;93;5;16;4;0;0;0;0;0;4839;120;12;61;3;0;0;0;4825;120;12;61;3;0;0;0;4;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;2299;382;0;2148;0;79;3;0;35;0;7;0;0;3;0;37;0;0;18;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2367;2470;115;3;10;0;52;8;3;0;0;0;0;0;0;0;4948;34;54;0;0;12;4934;34;54;0;0;12;4;0;0;0;0;0;7;0;0;0;0;0;2368;388;0;2182;0;8;0;0;16;0;43;0;0;10;0;0;0;0;0;0;0;0;0;0;0;8;0;0;4;0;2479;2467;13;16;50;3;0;0;0;0;12;0;148;62;148;62;0;0;0;0;100;3;0;42;0;38;0;0;22;0;133;13;51;9;3541;1255;200;13;6;0;0;0;0;5050;4
3552007;Silveiras;1389;160;0;674;0;0;0;0;0;0;0;0;0;0;0;1401;823;0;0;0;0;1245;88;60;797;0;0;6;0;1242;88;60;796;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;766;119;0;356;0;45;0;0;31;0;26;3;0;25;0;524;26;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;636;608;68;12;45;13;627;165;0;0;0;0;0;0;0;0;2223;0;0;2219;0;0;0;0;0;0;0;0;1387;159;0;674;0;0;0;0;0;0;0;0;0;0;0;1400;821;0;0;0;0;1496;594;86;23;0;0;0;1493;593;86;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;868;118;0;502;0;411;24;0;142;0;66;0;0;8;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;934;560;374;213;56;21;5;6;0;0;0;0;0;0;1142;16;154;511;5;367;0;0;1139;16;154;511;5;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684;118;0;339;0;8;0;0;5;0;96;0;0;39;0;330;17;0;156;0;5;0;0;0;0;233;16;0;103;0;0;0;0;0;0;0;0;0;0;0;562;580;9;0;118;22;430;79;3;0;252;108;0;0;0;0;1648;356;201;0;0;3;1644;356;201;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;987;138;0;512;0;258;4;0;81;0;123;3;0;67;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;900;745;307;41;179;15;0;0;0;0;0;0;38;922;38;921;0;0;0;0;18;0;0;13;0;595;33;0;287;0;21;13;730;188;1496;594;86;15;0;0;0;0;0;2229;0
3552106;Socorro;10704;368;17;2368;0;65;0;0;0;0;1176;16;0;172;0;7746;5835;28;38;537;860;9151;1875;1984;1981;0;0;4;3;7643;1862;1983;1975;0;0;4;3;69;3;0;3;0;0;0;0;1402;0;0;0;0;0;0;0;7346;243;17;1445;0;1428;42;0;314;0;1492;29;0;411;0;1609;20;0;297;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;4234;4888;1206;644;1345;621;1454;507;0;0;0;0;0;0;0;0;15049;41;0;13521;41;0;77;0;0;1403;0;0;11932;399;17;2576;0;36;0;0;0;0;0;0;0;0;0;8296;6751;32;5;0;0;8247;5205;1183;351;0;0;0;7377;4625;1121;335;0;0;0;48;10;7;0;0;0;0;783;541;38;10;0;0;0;6162;244;3;1732;0;4383;37;0;629;0;1017;0;0;54;0;304;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4434;3806;2941;2250;647;454;171;104;0;0;0;0;0;0;8674;48;2483;2901;83;736;21;0;7200;48;2477;2886;83;708;19;0;69;0;0;4;0;0;0;0;1373;0;0;0;0;26;0;0;6994;233;14;1353;0;38;0;0;3;0;1937;29;0;415;0;2217;62;0;544;0;56;0;0;6;0;559;3;0;125;0;18;0;0;0;0;0;0;0;0;0;4004;4661;27;10;1605;848;2089;789;58;0;408;280;7;9;0;0;11390;3317;296;12;0;20;10294;2891;296;11;0;20;46;30;0;0;0;0;1005;393;0;0;0;0;9133;269;17;1850;0;2552;77;0;607;0;204;6;0;39;0;8;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5880;5498;2163;1129;198;61;3;3;0;0;10;3;371;5510;371;5492;0;7;0;0;287;6;0;44;0;4276;132;0;1025;0;272;73;3768;1728;8247;5205;1183;202;43;4;0;0;0;15102;0
3552205;Sorocaba;117462;13559;1349;53401;44;12604;660;286;2974;4;40855;3115;826;11352;3;98498;88190;9222;7509;26591;30172;257948;1609;430;112;109;14;25;878;183730;1200;403;108;96;14;25;830;16408;396;15;0;0;0;0;3;56848;3;0;0;0;0;0;11;169555;17468;2743;67184;51;1029;58;23;395;4;245;22;0;121;0;56;4;0;27;0;61;7;0;22;0;9;0;0;0;0;7;4;0;10;0;306;142;0;382;0;132808;125125;1021;534;289;110;77;15;64;36;10;0;14;7;411;431;260978;152;109;186271;124;105;16823;12;0;56876;7;0;171279;17750;2774;68175;56;74;11;0;34;0;56;0;0;33;0;134693;126282;68;52;51;40;144875;84988;21134;9850;12;3;0;98899;65895;16066;5180;12;3;0;4996;5668;2676;3296;0;0;0;40057;13071;2203;1237;0;0;0;86950;11899;565;44429;18;59540;4350;972;19078;7;16174;272;199;3108;0;8229;28;140;643;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70753;74088;46074;38838;11831;9020;5523;3776;9;0;0;0;0;0;253148;1082;3451;2141;23;964;45;0;180166;609;2414;2005;20;928;37;0;15808;88;869;23;0;0;0;0;56293;350;135;6;0;0;7;0;166611;17117;2704;65705;47;686;34;3;220;0;2294;108;32;789;4;1059;175;0;747;0;3;3;0;9;0;377;123;0;416;0;18;0;0;15;0;0;0;0;0;0;129934;123179;585;398;2169;1177;1239;803;14;6;488;446;12;19;0;0;77484;183348;136;3;18;74;54303;131805;129;3;18;60;8763;7966;0;0;0;6;13895;42810;0;0;0;4;52330;4357;806;18906;8;118723;12977;1712;48865;44;49;6;0;50;0;0;0;0;0;0;8;0;0;8;0;44;0;0;22;0;41060;36075;93365;89899;71;38;3;0;10;7;28;29;956;2304;867;1870;29;383;22;0;421;104;6;347;0;1344;151;17;651;3;497;396;1431;771;144875;84988;21134;6398;2079;440;115;26;6;261404;25
3552304;Sud Mennucci;1390;151;7;1229;0;0;0;0;5;0;0;0;0;0;0;1765;1029;5;0;0;0;2430;350;14;4;0;0;0;0;2417;349;14;4;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1204;134;3;1064;0;179;13;0;147;0;0;0;0;6;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467;961;285;53;9;3;4;0;0;0;0;0;0;0;0;0;2809;0;0;2795;0;0;10;0;0;0;0;0;1395;152;6;1237;0;0;0;0;0;0;0;0;0;0;0;1775;1032;0;0;0;0;1847;784;126;27;0;0;0;1835;782;126;27;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;827;112;0;886;0;433;23;0;304;0;97;0;0;12;0;14;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1142;698;519;259;78;37;17;3;0;0;0;0;0;0;2453;4;101;242;0;0;0;0;2440;4;101;241;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1221;135;3;1070;0;0;0;0;0;0;52;0;0;39;0;108;9;0;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1479;971;4;0;82;12;201;40;0;0;0;0;0;0;0;0;2565;104;88;14;0;25;2552;103;88;14;0;25;10;0;0;0;0;0;0;0;0;0;0;0;1287;135;3;1119;0;41;3;0;57;0;27;6;0;44;0;4;0;0;7;0;0;0;0;0;0;23;0;0;0;0;1565;996;85;17;78;4;12;0;0;0;22;3;38;327;38;326;0;0;0;0;25;0;0;7;0;153;13;3;153;0;23;0;268;54;1847;784;126;14;0;0;0;0;0;2808;0
3552403;Sumaré;39521;7313;179;31305;15;2458;237;52;1028;0;7953;1600;47;5477;3;42060;36541;1922;1878;6604;8579;95002;1709;849;85;632;0;14;50;76176;923;806;79;442;0;14;27;3748;43;0;6;0;0;0;8;14708;465;0;0;14;0;0;9;48878;8850;300;36624;18;773;199;0;665;3;262;77;0;479;0;26;14;0;31;0;133;118;0;373;0;0;0;0;0;0;0;0;0;8;0;10;4;0;19;0;49277;45714;873;800;397;441;48;30;288;343;0;0;10;0;8;29;97528;844;97;77751;731;76;3813;0;0;15206;9;3;49862;9164;300;37846;18;295;120;0;393;0;15;15;0;41;0;50528;46996;420;404;43;37;65538;26691;4806;1115;11;38;0;49295;23611;4469;893;11;34;0;2323;1165;161;140;0;0;0;13144;1772;154;62;0;0;0;31423;6793;86;26959;6;14741;2004;66;9562;0;2945;119;18;1277;0;766;11;3;154;0;4;0;0;6;0;8;7;0;17;0;0;0;0;0;0;32515;33013;14877;11793;2707;1907;586;397;5;6;12;23;0;0;92126;437;604;2442;98;2375;171;0;73718;165;528;1928;86;1952;19;0;3531;25;7;7;9;214;0;0;14581;246;33;39;0;138;150;0;47626;8543;298;35305;18;189;40;0;150;0;271;50;0;212;0;794;324;0;1280;3;30;5;0;44;0;1024;230;0;1054;0;60;21;0;79;0;0;0;0;0;0;47456;44646;207;200;342;224;1306;1110;39;44;1405;943;54;105;0;0;92495;5676;103;0;15;133;77680;609;103;0;10;129;2338;1470;0;0;0;0;11658;3533;0;0;0;3;46652;8810;263;36405;21;3398;436;31;1719;0;50;0;0;39;0;0;0;0;0;0;3;3;0;5;0;36;15;0;54;0;47940;44546;2880;2753;62;30;0;0;8;6;66;58;701;2678;189;2122;53;6;437;56;358;72;0;207;0;865;363;0;1396;3;319;350;1337;1306;65538;26691;4806;821;156;19;3;0;0;98441;60
3552502;Suzano;36566;9830;1783;35916;17;1537;257;140;948;0;8867;1865;495;6301;0;44598;39906;1698;1244;8344;9346;100288;2153;1588;187;277;0;3;828;79299;2034;1575;177;222;0;3;810;2926;13;3;7;0;0;0;13;17639;82;0;0;0;0;0;0;44936;11500;2373;41038;12;872;167;34;871;0;705;86;18;627;0;101;3;0;53;0;99;20;0;126;5;0;0;0;0;0;0;0;0;0;0;197;131;0;441;0;51820;48437;1227;834;931;588;117;55;115;137;0;0;0;0;358;447;104001;654;870;82874;646;798;2959;0;13;17728;0;0;46609;11879;2437;42632;15;212;58;8;285;0;268;78;10;415;0;53920;50064;431;176;419;416;76521;23960;3774;820;15;67;0;59485;20541;3330;543;15;30;0;1776;820;195;150;0;0;0;14840;2489;206;109;0;0;0;32652;9332;902;33189;11;11812;2066;1000;8609;0;1745;129;196;899;0;407;12;52;87;0;3;0;0;4;0;15;9;0;34;0;0;0;0;0;0;38155;38347;13578;10306;2126;1279;440;217;7;0;25;38;0;0;94039;658;4797;3389;423;1669;125;0;73250;605;4711;3255;414;1641;78;0;2798;17;45;67;0;0;26;0;17620;25;12;0;0;0;20;0;42614;10656;2343;38023;6;226;43;4;243;0;2010;424;67;2072;0;1205;429;0;1560;5;114;44;0;208;0;519;169;0;793;0;40;4;0;51;0;0;0;0;0;0;48662;45346;319;278;2708;1997;1707;1601;175;209;755;832;58;45;0;0;99981;5089;335;0;15;65;80479;3512;274;0;11;47;2739;221;0;0;0;4;16337;1327;0;0;0;13;44985;11350;2346;40853;9;1928;591;56;2267;5;92;18;19;130;0;0;0;0;0;0;3;0;0;10;0;27;6;0;19;0;52086;47883;2422;2538;169;131;0;0;9;5;23;26;605;4540;520;4419;0;40;83;0;182;54;8;236;0;1881;416;61;1953;5;294;232;2547;1883;76521;23960;3774;558;100;14;3;0;4;105569;93
