CD_MUN;NM_MUN;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495
3505351;Barra do Chapéu;712;127;3;1004;0;3;0;0;3;0;3;0;0;0;0;929;933;0;7;0;0;961;94;19;767;0;0;10;0;949;94;19;765;0;0;10;0;7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;415;50;0;482;0;28;4;0;46;0;11;0;0;3;0;241;61;3;450;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;429;524;38;50;11;8;420;340;0;0;0;0;3;4;0;0;1848;15;0;1834;15;0;7;0;0;3;0;0;714;124;3;991;0;0;0;0;10;0;0;0;0;0;0;912;936;7;6;0;0;1520;284;18;10;6;0;0;1509;282;18;10;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;536;112;0;858;0;138;3;0;121;0;9;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;735;785;145;128;12;6;6;0;0;0;0;0;0;0;654;30;308;790;0;60;0;0;642;30;308;788;0;60;0;0;7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;281;44;0;319;0;9;0;0;17;0;97;0;0;191;0;292;65;0;426;0;0;0;0;0;0;9;11;0;25;0;0;0;0;0;0;0;0;0;0;0;276;377;11;19;149;148;438;349;0;0;20;26;0;0;0;0;1521;81;246;0;0;0;1515;74;245;0;0;0;0;7;0;0;0;0;3;0;0;0;0;0;594;103;0;809;0;16;0;0;45;0;87;11;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721;800;32;44;152;90;0;0;0;0;0;0;14;896;14;894;0;0;0;0;5;0;0;3;0;290;70;3;515;0;6;7;483;404;1520;284;18;4;0;0;0;0;0;1852;21
3505401;Barra do Turvo;951;202;4;1354;3;0;0;0;0;0;0;0;0;0;0;1393;1148;0;0;0;0;1187;36;47;1223;0;0;21;0;1180;36;47;1222;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461;89;4;621;3;12;0;0;14;0;20;0;0;13;0;413;105;0;674;0;0;0;0;0;0;0;0;0;0;0;6;0;0;11;0;0;0;0;0;0;565;622;12;13;33;9;735;473;0;0;0;0;12;6;0;0;2442;86;7;2434;86;7;0;0;0;0;0;0;903;193;4;1298;3;40;4;0;39;0;0;0;0;0;0;1328;1099;44;42;3;0;1837;576;73;14;0;6;0;1830;575;73;14;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;144;4;997;0;228;24;0;283;0;28;0;0;23;0;3;0;0;6;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;976;846;300;238;35;20;8;0;0;0;6;0;0;0;1014;15;594;774;34;49;13;0;1007;15;594;774;34;48;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;79;4;538;3;8;0;0;7;0;209;43;0;306;0;283;42;0;395;0;9;0;0;17;0;14;8;0;22;0;5;0;0;5;0;0;0;0;0;0;482;530;8;6;351;212;440;300;17;7;16;26;6;4;0;0;2131;161;227;0;0;0;2123;161;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;789;150;4;1143;3;58;7;0;84;0;73;13;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1122;987;84;68;142;58;0;0;0;0;0;0;0;1358;0;1357;0;0;0;0;0;0;0;0;0;489;105;0;727;0;0;0;818;520;1837;576;73;10;0;0;0;0;0;2540;16
3505500;Barretos;26094;4136;266;11806;4;259;15;0;46;0;1902;428;7;1008;0;21016;21440;146;183;1456;1928;44976;1167;70;24;0;0;5;0;41199;1096;70;24;0;0;0;0;348;3;0;0;0;0;0;0;3341;55;0;0;0;0;5;0;27569;4536;280;12435;4;634;69;0;447;0;44;0;0;11;0;10;0;0;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;21776;23191;796;367;48;15;17;0;0;0;0;0;0;5;0;0;46233;25;8;42379;25;8;351;0;0;3402;0;0;28274;4620;283;12902;4;14;0;0;8;0;4;0;0;0;0;22642;23591;11;11;4;0;26113;14472;4038;1594;0;0;0;22865;13971;3974;1556;0;0;0;318;22;0;0;0;0;0;2843;444;48;32;0;0;0;13958;3262;32;8724;0;9864;1052;62;3299;0;3038;91;17;627;0;1323;4;13;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12429;13680;7037;7412;2168;1815;907;575;0;0;0;0;0;0;45026;281;524;395;3;6;0;0;41194;281;511;392;3;0;0;0;348;0;0;0;0;0;0;0;3396;0;0;0;0;6;0;0;27591;4542;276;12458;4;140;8;0;100;0;279;28;0;207;0;246;17;0;121;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21806;23217;230;43;338;185;266;128;3;0;0;5;0;0;0;0;45152;393;621;27;21;44;41420;274;619;27;21;44;348;0;0;0;0;0;3285;113;0;0;0;0;27636;4555;280;12519;4;245;11;0;107;0;345;31;0;238;0;13;0;0;11;0;9;0;0;8;0;21;5;0;13;0;21888;23256;266;116;432;185;13;11;12;8;31;8;383;897;374;830;0;3;8;52;205;12;0;148;0;499;59;3;327;0;299;72;574;320;26113;14472;4038;924;366;86;19;5;3;46302;0
3505609;Barrinha;4049;1527;48;5275;0;6;0;0;13;0;54;21;0;48;0;6381;4572;16;10;77;61;11027;142;12;0;0;0;0;0;10787;142;12;0;0;0;0;0;32;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;4062;1554;44;5311;6;57;16;3;51;0;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6401;4626;104;34;9;3;0;0;0;0;0;0;0;0;0;0;11159;24;0;10923;18;0;29;0;0;145;0;0;4128;1570;50;5354;6;0;0;0;16;0;0;0;0;0;0;6497;4660;19;5;0;0;7431;3038;581;77;7;0;0;7230;3010;578;76;0;0;0;22;4;0;0;0;0;0;126;12;0;0;0;0;0;2471;1133;3;3773;6;1295;350;7;1343;0;263;26;0;181;0;44;0;0;7;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4143;3288;1901;1133;381;159;44;14;7;0;0;0;0;0;10976;10;81;90;0;15;0;0;10735;10;81;90;0;15;0;0;32;0;0;0;0;0;0;0;145;0;0;0;0;0;0;0;4053;1549;44;5269;6;7;0;0;0;0;32;8;0;36;0;26;5;0;52;0;0;0;0;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;6379;4597;9;0;63;15;52;34;0;0;6;3;0;0;0;0;11129;29;12;0;0;4;10890;26;12;0;0;4;32;0;0;0;0;0;144;0;0;0;0;0;4106;1565;47;5350;6;13;3;0;10;0;4;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;6466;4661;23;3;9;3;0;0;0;0;4;0;35;119;35;119;0;0;0;0;19;7;0;6;0;43;9;3;51;0;22;11;92;25;7431;3038;581;51;7;0;0;0;0;11180;10
3505708;Barueri;30600;8069;156;33379;9;3399;251;100;1234;0;20973;1988;452;7627;0;35030;37415;2876;2166;14364;16824;109060;207;15;20;23;3;9;0;72207;128;15;20;20;0;8;0;5078;0;0;0;0;0;0;0;31097;79;0;0;3;0;0;0;55106;10429;744;42452;6;112;19;0;46;0;0;0;0;9;0;8;0;0;5;0;5;0;0;18;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;52475;56582;98;95;3;5;9;4;9;11;0;3;4;0;0;0;109285;16;38;72336;13;36;5080;3;0;31194;0;0;55237;10446;744;42526;6;4;0;0;3;0;13;3;0;15;0;52586;56694;0;7;20;18;71888;27543;5557;4120;3;0;0;54408;13704;2799;1253;0;0;0;1975;637;482;1920;3;0;0;14983;13012;2194;917;0;0;0;31631;7771;130;32042;0;16291;1958;251;8675;0;3609;249;45;1145;0;3355;53;117;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32864;38991;13885;13626;3182;2155;2356;1583;0;0;0;0;0;0;105782;978;1324;142;36;576;294;0;69478;598;1093;136;35;563;292;0;4722;204;125;3;0;3;0;0;30941;152;64;0;0;3;0;0;53642;10042;715;41061;9;547;62;11;253;0;548;121;0;552;0;39;12;0;55;0;8;0;0;12;0;183;72;0;283;0;100;36;0;132;0;0;0;0;0;0;50752;55028;510;403;688;578;60;57;15;6;272;289;137;134;0;0;56734;52633;8;0;3;0;35611;36792;8;0;3;0;3871;1171;0;0;0;0;16821;14346;0;0;0;0;29978;4774;407;21200;0;25237;5515;272;21299;3;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;27131;29569;25455;27130;4;4;0;0;0;0;0;0;127;167;69;135;0;0;57;30;63;12;0;34;0;69;6;0;56;0;44;69;88;59;71888;27543;5557;2018;1020;560;204;96;60;109407;3
3505807;Bastos;2876;316;875;3234;0;56;5;6;71;0;25;0;3;11;0;3963;3368;98;40;35;9;6401;1070;36;4;0;0;0;0;6203;1069;36;4;0;0;0;0;141;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;2544;283;777;2779;0;395;41;89;527;0;10;0;6;9;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3392;3008;671;397;24;6;3;0;0;0;0;0;0;0;0;0;7476;35;6;7277;35;6;141;0;0;48;0;0;2947;323;876;3297;0;7;0;9;16;0;3;0;0;0;0;4068;3408;26;9;3;3;4918;2002;440;93;23;0;0;4739;1983;440;93;23;0;0;124;13;0;0;0;0;0;44;3;0;0;0;0;0;1936;215;254;2450;0;781;50;391;727;0;170;0;140;82;0;19;0;41;6;0;5;3;0;13;0;0;0;0;0;0;0;0;0;0;0;2612;2301;1111;883;250;163;60;17;14;9;0;0;0;0;6391;91;297;723;0;3;0;0;6193;91;297;722;0;3;0;0;141;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;2540;283;773;2771;0;37;3;4;40;0;116;13;27;125;0;255;12;70;365;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3384;3002;45;43;173;121;483;236;0;0;0;3;0;0;0;0;6350;619;499;27;0;11;6270;500;499;27;0;11;23;118;0;0;0;0;48;0;0;0;0;0;2519;278;778;2749;0;255;19;39;289;0;163;15;44;258;0;6;0;0;3;0;0;0;0;0;0;4;0;0;0;0;3343;3001;418;197;305;194;10;5;0;0;6;0;501;610;500;610;0;0;0;0;178;23;44;247;0;229;18;59;289;0;290;207;411;197;4918;2002;440;68;8;0;0;0;0;7505;23
3505906;Batatais;13476;1373;3;5190;0;13;0;0;0;0;630;150;0;455;0;12175;7908;5;7;501;744;20807;331;38;188;0;0;0;17;19491;329;38;188;0;0;0;17;15;0;0;0;0;0;0;0;1247;0;0;0;0;0;0;0;13788;1485;3;5475;0;190;20;0;100;0;20;0;0;9;0;118;7;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;6;0;12248;8550;259;61;26;7;147;36;0;0;0;0;0;0;10;7;21399;0;0;20081;0;0;16;0;0;1247;0;0;14145;1530;3;5671;0;0;0;0;0;0;0;0;0;0;0;12710;8683;0;0;0;0;11685;7061;2038;559;0;0;0;10456;7005;2008;559;0;0;0;13;0;0;0;0;0;0;1171;40;26;0;0;0;0;6704;1051;0;3884;0;5201;329;0;1436;0;1674;19;0;202;0;493;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6550;5128;4385;2667;1329;658;385;141;0;0;0;0;0;0;20760;37;301;272;0;0;0;0;19445;37;297;272;0;0;0;0;14;0;0;0;0;0;0;0;1248;0;0;0;0;0;0;0;13764;1486;3;5450;0;20;0;0;11;0;175;22;0;98;0;166;8;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12211;8545;27;6;243;50;206;61;0;0;0;0;0;0;0;0;20498;523;287;5;0;62;19573;128;287;5;0;62;15;0;0;0;0;0;862;386;0;0;0;0;13602;1441;3;5388;0;328;36;0;141;0;156;18;0;104;0;3;0;0;0;0;0;0;0;0;0;35;0;0;13;0;12155;8338;248;269;235;49;5;0;0;0;49;4;140;426;140;424;0;0;0;0;88;3;0;40;0;249;27;0;137;0;99;40;343;75;11685;7061;2038;353;83;27;12;3;0;21403;0
3506003;Bauru;64259;8526;1404;30154;47;2785;128;43;471;3;22273;1971;456;6006;4;54530;50389;2100;1402;14390;16616;134358;4917;65;96;11;3;24;262;102811;1563;55;93;0;0;11;217;3472;47;0;0;0;0;0;9;27706;3283;0;3;11;0;7;0;86069;10387;1953;35375;63;3138;357;58;1253;0;35;0;0;6;0;48;9;0;24;0;8;0;0;0;0;0;0;0;0;0;18;3;0;0;0;70;39;0;138;0;68317;66023;2561;2295;33;14;50;33;10;0;3;0;5;13;89;166;139444;286;127;104535;227;77;3534;0;6;31058;0;0;89395;10790;2039;36644;63;66;24;0;162;0;33;16;0;58;0;71000;68434;138;123;52;66;76564;44894;12387;5675;42;12;4;53657;36962;10235;3607;40;7;4;940;744;479;1340;0;0;0;21580;7055;1612;675;0;0;0;43285;7435;408;24782;33;31070;2621;700;9848;3;9811;150;176;1418;0;4950;19;64;200;0;8;0;0;25;0;3;0;0;0;0;0;0;0;3;0;36455;40080;23785;21024;7084;5164;3459;1908;30;11;5;0;0;0;135709;116;1595;2092;8;81;53;4;101025;112;1398;2032;8;70;22;4;3399;0;98;32;0;0;0;0;30938;3;70;0;0;11;0;0;87197;10493;1997;35458;63;53;3;0;33;0;1047;79;17;353;0;974;182;3;850;0;0;0;0;3;0;30;0;0;32;0;16;6;0;20;0;0;0;0;3;0;68634;67056;71;31;1077;482;1168;892;0;4;30;41;27;19;0;0;131952;7108;465;38;90;108;102474;1643;460;38;81;66;2873;657;0;0;0;0;26209;4762;0;0;0;39;84504;10196;1894;34766;60;4577;494;89;1719;3;189;28;7;197;0;25;0;0;4;0;28;6;0;43;0;52;6;0;32;0;66968;64966;3672;3329;299;142;31;0;51;28;48;50;3521;1898;391;1574;21;32;3086;235;2215;286;33;909;0;1131;123;21;535;0;1525;1946;1269;600;76564;44894;12387;3414;1335;364;104;25;5;139856;66
3506102;Bebedouro;17594;1976;26;7722;0;69;3;0;9;0;385;26;0;52;0;15037;12395;48;31;212;259;27047;825;96;3;0;0;0;0;26470;824;96;3;0;0;0;0;83;0;0;0;0;0;0;0;474;0;0;0;0;0;0;0;17433;1980;32;7493;0;544;22;0;242;0;53;5;0;35;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14461;12580;728;87;84;10;3;0;0;0;0;0;0;0;0;0;28001;0;0;27422;0;0;83;0;0;474;0;0;18057;2009;32;7789;0;0;0;0;0;0;0;0;0;0;0;15300;12697;0;0;0;0;15749;9045;2338;759;0;0;0;15603;8751;2265;693;0;0;0;8;56;10;8;0;0;0;118;232;62;56;0;0;0;8958;1363;6;5332;0;6411;462;0;2042;0;1864;9;0;238;0;681;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8232;7503;5155;3879;1345;924;454;254;0;0;0;0;0;0;27103;93;81;672;0;38;0;0;26523;93;81;672;0;38;0;0;83;0;0;0;0;0;0;0;475;0;0;0;0;0;0;0;17491;1975;32;7493;0;60;3;0;27;0;49;0;0;26;0;418;25;0;219;0;0;0;0;0;0;17;3;0;11;0;0;0;0;0;0;0;0;0;0;0;14506;12593;85;7;69;5;600;63;0;0;29;6;0;0;0;0;27270;278;401;4;0;30;26720;248;401;4;0;30;59;24;0;0;0;0;469;4;0;0;0;0;17575;1987;32;7560;0;191;0;0;75;0;253;9;0;127;0;0;0;0;0;0;0;0;0;0;0;19;0;0;11;0;14648;12615;242;25;364;25;3;0;0;0;26;3;414;509;413;509;0;0;0;0;312;0;0;89;0;282;25;0;192;0;370;33;440;66;15749;9045;2338;477;148;28;6;4;0;28011;0
3506201;Bento de Abreu;397;92;0;428;0;0;0;0;0;0;0;0;0;0;0;485;440;0;0;0;0;863;57;3;0;0;0;0;0;863;57;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;92;0;397;0;26;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;438;54;0;3;0;0;0;0;0;0;0;0;0;0;0;929;0;0;929;0;0;0;0;0;0;0;0;397;92;0;428;0;0;0;0;0;0;0;0;0;0;0;485;440;0;0;0;0;622;256;33;6;0;0;0;622;256;33;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;68;0;306;0;121;16;0;107;0;22;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;302;134;116;17;14;3;0;0;0;0;0;0;0;864;0;0;64;0;0;0;0;864;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;92;0;398;0;0;0;0;0;0;0;0;0;0;0;26;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426;438;0;0;0;0;58;0;0;0;0;0;0;0;0;0;890;0;35;0;0;0;890;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;92;0;412;0;0;0;0;0;0;13;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;439;0;0;31;0;0;0;0;0;0;0;41;22;41;22;0;0;0;0;17;0;0;15;0;10;0;0;10;0;38;0;21;0;622;256;33;3;0;0;0;0;0;929;0
3506300;Bernardino de Campos;2961;163;0;737;0;0;0;0;0;0;0;0;0;0;0;1772;2101;0;0;0;0;3567;190;33;85;0;0;0;0;3564;189;33;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2704;159;0;690;0;152;4;0;27;0;30;0;0;0;0;75;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1493;2071;167;22;30;3;79;4;0;0;0;0;0;0;0;0;3873;4;0;3869;4;0;0;0;0;0;0;0;2961;162;0;736;0;3;0;0;0;0;0;0;0;0;0;1769;2102;0;0;0;0;2358;1210;237;62;0;0;0;2354;1210;237;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1690;113;0;542;0;1000;32;0;160;0;210;0;0;14;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1087;1270;541;667;107;126;26;27;0;0;0;0;0;0;3556;0;60;247;0;3;0;0;3553;0;59;247;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2697;157;0;689;0;0;0;0;0;0;45;0;0;11;0;210;3;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1486;2065;0;0;50;10;221;23;0;0;3;0;0;0;0;0;3584;187;88;12;0;0;3581;186;88;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2716;159;0;692;0;160;3;0;23;0;72;0;0;11;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1510;2071;169;18;79;7;11;0;0;0;0;0;8;297;8;296;0;0;0;0;3;0;0;0;0;252;3;0;39;0;3;4;269;27;2358;1210;237;42;5;0;0;0;0;3878;0
3506359;Bertioga;7492;2105;62;8676;60;642;131;8;551;0;1292;134;7;625;0;9658;8908;770;622;1115;1061;21126;450;71;255;17;3;333;312;17122;418;65;252;17;3;327;271;1440;0;0;0;0;0;0;9;2204;3;0;0;0;0;0;4;9068;2277;101;9396;36;138;60;0;203;0;8;9;0;37;0;83;14;0;133;5;7;5;0;5;0;0;0;0;0;0;101;32;0;183;4;78;42;0;149;0;10929;10161;247;181;39;25;139;101;8;9;0;0;179;137;156;141;20893;1120;604;16919;1069;541;1430;10;0;2210;0;3;9131;2189;92;9222;18;257;174;8;612;22;146;105;0;318;11;10826;10031;582;522;340;249;13966;6142;1666;598;16;7;14;11477;4968;1384;507;8;3;13;848;350;120;52;0;0;0;1230;750;103;18;0;0;0;4820;1795;15;7058;33;3070;432;11;2371;0;983;21;10;440;0;410;0;0;49;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;14;7075;6854;3220;2853;905;628;264;200;6;4;3;0;9;4;15700;629;3785;1210;826;211;70;14;12355;514;3346;1096;794;195;52;13;957;13;352;62;7;7;0;0;2193;0;3;0;0;0;4;0;7234;1574;84;6574;8;137;53;0;379;0;1449;431;6;1776;17;322;155;0;666;4;181;132;3;454;4;38;27;0;116;0;10;5;0;42;0;0;0;0;0;14;7954;7696;305;281;2134;1617;674;515;389;408;84;107;37;29;9;4;19949;2542;67;0;3;23;16184;2254;51;0;3;19;1379;45;0;0;0;0;2022;162;0;0;0;0;8699;2092;94;8799;24;777;343;5;1282;23;13;9;0;25;7;0;0;0;0;0;0;0;0;3;0;7;0;0;11;0;10372;9540;1290;1180;28;33;0;0;0;0;13;8;245;1228;234;1153;6;3;4;3;72;22;0;115;0;365;181;0;632;13;110;109;696;513;13966;6142;1666;337;64;3;3;0;0;22611;46
3506409;Bilac;1776;146;31;819;0;0;0;0;0;0;0;0;0;0;0;1332;1465;0;0;0;0;2603;175;8;3;0;0;0;0;2602;175;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1633;142;28;777;0;131;0;0;32;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1185;1414;133;42;4;0;3;0;0;0;0;0;0;0;0;0;2792;0;0;2791;0;0;0;0;0;0;0;0;1772;146;31;818;0;0;0;0;0;0;0;0;0;0;0;1330;1462;0;0;0;0;1506;1034;216;32;0;0;0;1506;1033;216;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;824;96;3;559;0;736;32;16;225;0;183;0;0;14;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;693;813;506;525;111;101;12;12;0;0;0;0;0;0;2625;8;17;133;0;0;0;0;2624;8;17;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1646;143;28;784;0;5;0;0;0;0;13;0;0;3;0;99;0;3;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1186;1435;7;0;16;0;110;23;0;0;0;0;0;0;0;0;2683;27;84;0;0;0;2682;27;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1691;143;28;797;0;23;0;0;0;0;60;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1236;1447;24;0;71;10;0;0;0;0;0;0;33;154;33;154;0;0;0;0;21;0;0;8;0;116;0;3;29;0;15;18;127;27;1506;1034;216;18;0;0;0;0;0;2798;0
3506508;Birigui;24560;2388;295;13580;10;581;9;8;82;0;2580;94;23;689;0;23362;17726;493;212;1644;1817;43775;1334;159;7;0;0;0;0;39825;1019;159;7;0;0;0;0;624;94;0;0;0;0;0;0;3244;219;0;0;0;0;0;0;26682;2468;357;14003;13;925;44;3;322;0;114;3;0;33;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24399;19371;955;355;138;7;3;3;0;0;0;0;0;0;0;0;45338;3;3;41064;3;3;723;0;0;3470;0;0;27773;2529;363;14401;13;3;0;0;0;0;3;0;0;0;0;25548;19788;0;0;3;0;26818;14010;3319;1050;0;0;0;24540;12792;2875;719;0;0;0;70;136;231;267;0;0;0;2139;1050;190;50;0;0;0;14865;1746;40;9923;10;9343;487;127;3746;0;2478;7;32;429;0;901;0;16;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14296;12513;8275;5718;2079;1076;702;282;0;0;0;0;0;0;44219;129;169;764;0;3;0;0;40023;108;132;749;0;3;0;0;650;21;35;13;0;0;0;0;3467;0;0;0;0;0;0;0;26996;2491;357;14110;13;83;0;0;27;0;111;0;0;39;0;536;25;3;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24667;19547;75;42;119;44;637;125;0;0;3;0;0;0;0;0;44566;286;309;30;3;70;40508;91;309;30;3;70;721;0;0;0;0;0;3254;194;0;0;0;0;27249;2486;358;14198;13;183;14;0;64;0;212;3;0;73;0;16;0;0;9;0;0;0;0;0;0;51;0;0;6;0;24967;19594;167;89;272;31;29;0;3;0;54;12;420;1094;254;942;46;48;120;102;293;7;0;82;0;750;41;6;273;0;249;157;856;231;26818;14010;3319;681;197;40;16;7;0;45355;0
